,0,1,2
0,34.0,9.0,0.0
1,17.0,14.0,0.0
2,25.0,24.0,0.0
3,27.0,19.0,8.0
4,21.0,39.0,6.0
5,32.0,38.0,3.0
6,29.0,31.0,4.0
7,31.0,37.0,7.0
8,18.0,22.0,9.0
9,20.0,27.0,12.0
10,20.0,35.0,12.0
11,27.0,33.0,20.0
12,19.0,36.0,15.0
13,25.0,38.0,18.0
14,34.0,28.0,19.0
15,23.0,26.0,16.0
16,16.0,21.0,11.0
17,25.0,25.0,14.0
18,19.0,34.0,9.0
19,27.0,19.0,9.0
20,15.0,20.0,7.0
21,14.0,15.0,5.0
22,15.0,19.0,3.0
23,11.0,16.0,3.0
24,14.0,15.0,7.0
25,16.0,22.0,5.0
26,14.0,13.0,4.0
27,15.0,8.0,7.0
28,15.0,10.0,5.0
29,19.0,8.0,1.0
30,13.0,13.0,7.0
31,12.0,8.0,5.0
32,16.0,5.0,5.0
33,4.0,8.0,6.0
34,10.0,8.0,2.0
35,6.0,10.0,7.0
36,8.0,5.0,8.0
37,10.0,6.0,7.0
38,7.0,4.0,5.0
39,4.0,4.0,1.0
40,10.0,6.0,7.0
41,7.0,5.0,6.0
42,10.0,4.0,2.0
43,4.0,3.0,4.0
44,5.0,2.0,3.0
45,7.0,6.0,7.0
46,4.0,3.0,4.0
47,4.0,1.0,2.0
48,6.0,6.0,3.0
49,4.0,7.0,2.0
50,4.0,2.0,1.0
51,3.0,2.0,0.0
52,2.0,4.0,3.0
53,3.0,5.0,3.0
54,5.0,4.0,1.0
55,4.0,2.0,4.0
56,6.0,7.0,4.0
57,4.0,4.0,4.0
58,2.0,5.0,4.0
59,4.0,3.0,7.0
60,3.0,3.0,5.0
61,7.0,2.0,4.0
62,3.0,1.0,5.0
63,3.0,4.0,4.0
64,6.0,2.0,3.0
65,4.0,1.0,5.0
66,2.0,3.0,2.0
67,1.0,6.0,3.0
68,4.0,5.0,1.0
69,2.0,4.0,3.0
70,4.0,5.0,1.0
71,2.0,7.0,8.0
72,1.0,5.0,6.0
73,1.0,0.0,3.0
74,2.0,3.0,5.0
75,6.0,5.0,5.0
76,5.0,4.0,4.0
77,5.0,7.0,4.0
78,5.0,5.0,3.0
79,4.0,3.0,6.0
80,4.0,5.0,6.0
81,4.0,2.0,10.0
82,2.0,6.0,11.0
83,4.0,8.0,8.0
84,1.0,6.0,9.0
85,6.0,5.0,21.0
86,7.0,5.0,10.0
87,1.0,6.0,24.0
88,5.0,5.0,15.0
89,4.0,6.0,10.0
90,6.0,6.0,12.0
91,6.0,2.0,9.0
92,4.0,6.0,14.0
93,7.0,2.0,12.0
94,8.0,0.0,9.0
95,3.0,2.0,10.0
96,2.0,0.0,6.0
97,4.0,0.0,16.0
98,2.0,0.0,14.0
99,5.0,0.0,13.0
100,11.0,0.0,10.0
101,1.0,0.0,12.0
102,4.0,0.0,14.0
103,1.0,0.0,13.0
104,1.0,0.0,18.0
105,0.0,0.0,18.0
106,1.0,0.0,6.0
107,0.0,0.0,15.0
108,1.0,0.0,13.0
109,0.0,0.0,13.0
110,0.0,0.0,22.0
111,0.0,0.0,12.0
112,0.0,0.0,15.0
113,0.0,0.0,12.0
114,0.0,0.0,9.0
115,0.0,0.0,6.0
116,0.0,0.0,6.0
117,0.0,0.0,6.0
118,0.0,0.0,10.0
119,0.0,0.0,6.0
120,0.0,0.0,5.0
