,0,1,2
0,2499.0,262.0,0.0
1,1016.0,408.0,0.0
2,872.0,885.0,0.0
3,1093.0,1567.0,8.0
4,1315.0,1435.0,78.0
5,1326.0,1405.0,258.0
6,1482.0,1675.0,385.0
7,1335.0,1718.0,610.0
8,1488.0,1912.0,1052.0
9,1522.0,2052.0,674.0
10,1767.0,2458.0,347.0
11,1828.0,2296.0,564.0
12,1915.0,2501.0,602.0
13,2113.0,2969.0,739.0
14,2103.0,3087.0,743.0
15,2318.0,3069.0,802.0
16,2505.0,2675.0,908.0
17,2259.0,2331.0,885.0
18,2066.0,1809.0,948.0
19,1702.0,1756.0,992.0
20,1670.0,1672.0,995.0
21,1352.0,1380.0,745.0
22,1218.0,1296.0,570.0
23,1182.0,1321.0,520.0
24,1036.0,1276.0,473.0
25,960.0,1177.0,447.0
26,949.0,1098.0,558.0
27,1089.0,1066.0,499.0
28,1157.0,1055.0,518.0
29,1113.0,1014.0,490.0
30,1065.0,899.0,430.0
31,963.0,779.0,453.0
32,982.0,620.0,443.0
33,917.0,523.0,369.0
34,875.0,481.0,320.0
35,718.0,407.0,349.0
36,652.0,384.0,377.0
37,541.0,390.0,332.0
38,441.0,402.0,305.0
39,426.0,393.0,292.0
40,396.0,381.0,280.0
41,345.0,345.0,245.0
42,350.0,292.0,276.0
43,371.0,301.0,283.0
44,379.0,334.0,270.0
45,360.0,311.0,265.0
46,361.0,290.0,284.0
47,360.0,254.0,265.0
48,311.0,247.0,246.0
49,317.0,294.0,248.0
50,278.0,255.0,217.0
51,291.0,228.0,216.0
52,265.0,251.0,218.0
53,261.0,240.0,205.0
54,287.0,240.0,214.0
55,266.0,213.0,192.0
56,222.0,229.0,210.0
57,215.0,216.0,206.0
58,223.0,224.0,203.0
59,221.0,207.0,230.0
60,220.0,200.0,223.0
61,199.0,178.0,255.0
62,214.0,219.0,233.0
63,204.0,192.0,257.0
64,189.0,246.0,270.0
65,177.0,192.0,251.0
66,213.0,203.0,287.0
67,185.0,224.0,279.0
68,185.0,204.0,279.0
69,185.0,245.0,305.0
70,211.0,209.0,319.0
71,184.0,202.0,329.0
72,211.0,237.0,327.0
73,208.0,218.0,330.0
74,216.0,230.0,398.0
75,221.0,216.0,371.0
76,218.0,236.0,399.0
77,188.0,267.0,461.0
78,208.0,280.0,436.0
79,199.0,290.0,399.0
80,210.0,297.0,419.0
81,205.0,287.0,441.0
82,235.0,299.0,419.0
83,228.0,277.0,487.0
84,234.0,304.0,502.0
85,212.0,272.0,572.0
86,217.0,286.0,561.0
87,264.0,292.0,608.0
88,236.0,309.0,663.0
89,237.0,290.0,785.0
90,277.0,347.0,921.0
91,272.0,234.0,970.0
92,266.0,207.0,1001.0
93,237.0,105.0,1150.0
94,263.0,60.0,1031.0
95,246.0,23.0,1209.0
96,249.0,10.0,1278.0
97,211.0,9.0,1123.0
98,240.0,8.0,998.0
99,253.0,11.0,1011.0
100,199.0,6.0,1116.0
101,202.0,11.0,1033.0
102,194.0,6.0,1056.0
103,106.0,13.0,1066.0
104,63.0,10.0,1014.0
105,52.0,6.0,1071.0
106,46.0,12.0,1048.0
107,25.0,9.0,1077.0
108,28.0,4.0,1066.0
109,11.0,11.0,1007.0
110,15.0,5.0,906.0
111,11.0,9.0,889.0
112,11.0,10.0,811.0
113,7.0,11.0,724.0
114,12.0,6.0,746.0
115,6.0,4.0,762.0
116,10.0,1.0,565.0
117,7.0,8.0,577.0
118,8.0,3.0,469.0
119,11.0,3.0,513.0
120,8.0,3.0,522.0
121,17.0,3.0,508.0
122,3.0,2.0,453.0
123,7.0,4.0,338.0
124,7.0,3.0,316.0
125,3.0,5.0,326.0
126,4.0,6.0,306.0
127,3.0,1.0,236.0
128,4.0,2.0,203.0
129,7.0,2.0,177.0
130,5.0,1.0,175.0
131,3.0,5.0,155.0
132,6.0,0.0,116.0
133,1.0,5.0,114.0
134,1.0,3.0,72.0
135,4.0,3.0,54.0
136,4.0,1.0,46.0
137,1.0,2.0,38.0
138,3.0,5.0,43.0
139,4.0,2.0,45.0
140,5.0,3.0,24.0
141,3.0,2.0,27.0
142,2.0,1.0,25.0
143,5.0,2.0,15.0
144,2.0,0.0,19.0
145,4.0,3.0,23.0
146,4.0,0.0,21.0
147,0.0,0.0,13.0
148,3.0,0.0,16.0
149,1.0,0.0,19.0
150,3.0,0.0,14.0
151,0.0,0.0,21.0
152,0.0,0.0,12.0
153,0.0,0.0,17.0
154,0.0,0.0,14.0
155,0.0,0.0,14.0
156,0.0,0.0,17.0
157,0.0,0.0,6.0
158,0.0,0.0,10.0
159,0.0,0.0,15.0
160,0.0,0.0,16.0
161,0.0,0.0,15.0
162,0.0,0.0,11.0
