,0,1,2
0,4913.0,689.0,0.0
1,1568.0,2058.0,0.0
2,1289.0,1380.0,15.0
3,2106.0,2140.0,1085.0
4,2406.0,1829.0,325.0
5,2401.0,1914.0,614.0
6,1611.0,2838.0,553.0
7,1552.0,2964.0,702.0
8,1566.0,2607.0,931.0
9,1565.0,1964.0,796.0
10,1979.0,2254.0,511.0
11,1940.0,2354.0,1369.0
12,1627.0,2032.0,1696.0
13,1871.0,2385.0,1651.0
14,1830.0,2126.0,854.0
15,1536.0,1942.0,859.0
16,1464.0,1859.0,718.0
17,1305.0,1875.0,652.0
18,1332.0,1669.0,616.0
19,1209.0,1363.0,519.0
20,1243.0,1308.0,436.0
21,1207.0,1138.0,361.0
22,1082.0,1229.0,328.0
23,983.0,1302.0,302.0
24,946.0,1295.0,330.0
25,979.0,1027.0,376.0
26,1054.0,974.0,336.0
27,972.0,871.0,350.0
28,1036.0,758.0,386.0
29,1034.0,638.0,350.0
30,790.0,563.0,352.0
31,722.0,560.0,381.0
32,666.0,580.0,355.0
33,593.0,577.0,372.0
34,668.0,563.0,368.0
35,523.0,528.0,357.0
36,480.0,489.0,381.0
37,523.0,441.0,313.0
38,496.0,444.0,302.0
39,537.0,377.0,289.0
40,490.0,353.0,288.0
41,505.0,301.0,278.0
42,415.0,308.0,276.0
43,395.0,277.0,280.0
44,386.0,274.0,264.0
45,348.0,284.0,267.0
46,314.0,251.0,242.0
47,288.0,229.0,259.0
48,300.0,274.0,214.0
49,271.0,259.0,214.0
50,252.0,232.0,195.0
51,248.0,233.0,224.0
52,257.0,239.0,245.0
53,253.0,237.0,238.0
54,253.0,252.0,218.0
55,229.0,287.0,222.0
56,240.0,226.0,223.0
57,239.0,263.0,198.0
58,233.0,271.0,241.0
59,259.0,267.0,209.0
60,250.0,242.0,234.0
61,232.0,250.0,249.0
62,272.0,253.0,259.0
63,237.0,238.0,257.0
64,231.0,236.0,298.0
65,240.0,226.0,287.0
66,245.0,226.0,264.0
67,223.0,233.0,261.0
68,220.0,269.0,273.0
69,253.0,246.0,316.0
70,239.0,242.0,301.0
71,210.0,329.0,349.0
72,239.0,299.0,334.0
73,229.0,311.0,355.0
74,254.0,277.0,374.0
75,248.0,286.0,342.0
76,246.0,313.0,394.0
77,291.0,317.0,421.0
78,270.0,334.0,477.0
79,235.0,396.0,559.0
80,249.0,396.0,588.0
81,270.0,379.0,648.0
82,249.0,389.0,728.0
83,254.0,376.0,755.0
84,280.0,365.0,926.0
85,288.0,371.0,1170.0
86,302.0,398.0,1108.0
87,354.0,414.0,1048.0
88,348.0,446.0,1035.0
89,306.0,369.0,725.0
90,347.0,420.0,766.0
91,333.0,348.0,898.0
92,318.0,345.0,763.0
93,320.0,223.0,742.0
94,334.0,72.0,747.0
95,360.0,45.0,770.0
96,407.0,20.0,743.0
97,390.0,14.0,803.0
98,360.0,19.0,839.0
99,345.0,18.0,978.0
100,315.0,6.0,937.0
101,236.0,5.0,1051.0
102,276.0,7.0,962.0
103,109.0,2.0,1036.0
104,62.0,0.0,935.0
105,28.0,0.0,985.0
106,17.0,0.0,980.0
107,15.0,0.0,989.0
108,15.0,0.0,971.0
109,9.0,0.0,969.0
110,9.0,0.0,983.0
111,8.0,0.0,1042.0
112,5.0,0.0,987.0
113,6.0,0.0,922.0
114,8.0,0.0,782.0
115,5.0,0.0,601.0
116,4.0,0.0,577.0
117,5.0,0.0,494.0
118,2.0,0.0,461.0
119,0.0,0.0,428.0
120,0.0,0.0,372.0
121,0.0,0.0,357.0
122,0.0,0.0,297.0
123,0.0,0.0,290.0
124,0.0,0.0,270.0
125,0.0,0.0,335.0
126,0.0,0.0,313.0
127,0.0,0.0,291.0
128,0.0,0.0,213.0
129,0.0,0.0,212.0
130,0.0,0.0,184.0
131,0.0,0.0,172.0
132,0.0,0.0,146.0
133,0.0,0.0,140.0
134,0.0,0.0,134.0
135,0.0,0.0,122.0
136,0.0,0.0,107.0
137,0.0,0.0,86.0
138,0.0,0.0,69.0
139,0.0,0.0,64.0
140,0.0,0.0,63.0
141,0.0,0.0,55.0
142,0.0,0.0,48.0
143,0.0,0.0,45.0
144,0.0,0.0,47.0
145,0.0,0.0,60.0
